Tweet,Target,Stance,Opinion Towards,Sentiment,Tweet Id
"@JudgeDewie @EmmaRoulstone Lol. Paranoid crap. Put a mask on for an illness less deadly than seasonal flu, and you'll never, ever go out of the house without one. Time to grow up.",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287823223124615170
@GregAbbott_TX Masks helping it LIES and You Know It!  #COVID19,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287457704672481281
"@miserablesatire The guy is just a puppet for the 1 per cent, idiot #Scamdemic #covid1984",face_masks,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1290548124268875776
@retired9941 @gatewaypundit MASKS = SLAVE.,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290711002829529090
"@GavinNewsom You really
Really
Really
Really
Really
Really
Really
Really
DON'T need to wear a mask

#MaskOff",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1288795749518577666
"Go to a restaurant: no mask 

Do a food shop: wear a mask

I N C O N S I S T E N T

#NoMasks #NoMasks",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289499502596853760
"@SylvesterTurner There is no need to wear a mask! There is a cure, HCQ and Zinc. Why are you pushing this hoax narrative instead of the cure? Your day will come. :scales:

#Trump2Q2Q",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290396316191920140
"@BorisIsShite @grumpy_bull @Michael_Rowan9 @ICMdoc @lyndsay_hopkins @ShippersUnbound Your argument; anyone who disagrees doesn't have a voice, hmm nicely fascist.
If lockdown is the 'only' reason, why was one not needed for previous pandemics?
So to stop numbers going up, we need to lockdown forever?
Strange how a simpleton can fault your logic. #KBF",face_masks,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289883900135665666
"@jenleahhh Awww yeah! Absolutely keep doing this! No masks for me or mi familia! Keep the courage, others will follow.  I didn’t wear a mask a couple days ago and I saw an older man pull down his mask and tell his wife this was bs and if I can then surely he can as well.",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1287575958623584258
@ChuckCallesto Glad to hear it! But we all know they did this because their sales went in the in the toilet! And threats of major lawsuits for infringing on HIPAA laws and rights of the people. #MasksOffAmerica,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287455401647144960
"Popped to the off licence earlier. No mask . Karen behind me in the queue with her tshirt pulled over her nose  : 
'' you not bothering, then?''  ..
Me : ''Doesnt look like it'' .
Karen: '' Me neither then'' ... lowers tshirt back to neck level. . I feel weirdly elated.",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1289686540109533184
"Masks vs seatbelts.
I know two people who were killed in a car crash (in the same car) several years ago. Both were actually killed by their seatbelts. One was decapitated by it. (They may also have died without them but we'll never know).",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1288014044578877441
"@GovWhitmer, @gretchenwhitmer is expected to stricken her #Mask laws today, hilariously enough, this is what we need. She will keep digging herself deeper, when if she was in the real talks of Michigan, and not in her high tower of exemption. #maskoff",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1288129227917795333
Not wearing a mask because I’m in my own greenhouse.,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1289991566988206082
@Charbrevolution Me too. The gov are going for the social shaming tactic ‘ your mask protects me and my mask protects you’. Same nonsence as with vaccines.,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282281278319013888
"I have just told my hairdressers a very large national chain, that I will never be using them again because they are forcing customers now to wear face masks. I will not pay you to be sufforcated and will not add to this idiocy when hairdressers are exempt from this bs",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287799367148228608
"#Jesus Didnt Wear a #Mask and he was the son of God. Neither did the Prophet Muhammad or Bhudda.

So neither am I.",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1288092511332970497
"@RealBasedMAGA do you really believe ""brown dog"" is an oncologist ?  thats a typical agitator account.   
anyway, please make sure the governor of Texas gets your message about the phony covid test results. this is going on everywhere. they have to keep the hoax going.",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287645319073759232
"Just got kicked out of a doctors office for not wearing a mask, even though everyone is following social distance guidelines,  oh well, another place not to endorse.",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290386362609393664
@KeysBabyBaby @gatewaypundit @TracyTlm45 I've been calling the masks Burka training devices since day 1.,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290353047952998400
"@davidicke I've had enough of this madness,I've seen and heard of false covid-19 cases.What happened is our care homes to people we love, is unthinkable.Small business are going down (myself included) and more.We need to take are country back.

We need to do something now!",face_masks,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289890666957414400
"Please before arguing with me about why everyone should wear masks. Do your own research on them. The government will control you, and for that I am sorry.",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289285032171823104
@DJJudd @byrdinator The data shows for healthy people masks can present greater danger because of contamination.,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1288547845486850048
Trying out @Walmart curbside grocery pickup so I won't get scolded or kicked out for #NoMask. Not sure if this is convenient or dumb. The pickup process they gave me acts like either I or the store employee is scared to death of #Covid19 #WuhanFlu #ChineseVirus.,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290802912281731073
@sacbee_news Thanks for the admission that masks DON'T WORK!!,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282129029609340928
"Guess I still don’t understand: if your mask works, why are you so concerned if I don’t choose to wear one? Your mask works, right? ",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282677978657255424
@BBCSport @BBCNews Ok and if there is never a vaccine? Ease dotell us the plan then??  Do u shut down stadiums for flu..erm no..just get on with life #KeepBritainFree,face_masks,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1288060889871130624
@RealJamesWoods I don’t and will not wear masks!!,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287579169715519492
@hrkbenowen No masks are stupid anyway.,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290079404253573121
"@realTomPappert After months of getting groceries at Walmart with no #mask, they told me they are going to start actually enforcing it now. So I finally broke down and ordered a plague doctor costume mask. There's no compliance like malicious compliance.",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287631985385578497
@whetstonesdp Avoiding places where I would be asked to wear a mask.,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1281682709354602497
@BeysBaeee @AlanMcleanCdn @thebobert @CP24 Dude you realise I can post thousands of articles anti mask right?,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1288903157104484352
"Your immune system is constantly on the look out for things to protect you from.

Unless you wear a mask of course
Then you have no chance.",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289248667661000704
@ChuckCallesto Never not the BS vaccine they are producing. Haven’t had a clue shot in nine years since I got sick after getting one. Guess what have not had the flu in 9 yrs. #FakePandemic,face_masks,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1288573026569793537
"The left knows that personal responsibility and freedom is a valid argument to not wearing a mask. That is why they turned the narrative around to protecting other people, “If you don’t wear a mask, you want OTHER people to die!”",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289598032825131009
@ChuckCallesto End mask requirements to fake virus,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289349041671741440
Not SURE why the MASK people ALWAYS have to Only SEE their world thru POLITICS? Every pardon is Labeled as either a R or a D or T Party  No matter What the Topic is: Education Health Pandemic. Do you SEE how DIVISIVE that is?? Politics has Nothing do with,face_masks,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289364217187799040
@Prem_S I also wonder if the sudden decision to mandate masks in the middle of summer is to suppress people’s immune systems to ensure a fall/winter spike? :imp:,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1288609492834193408
@PookztA @KarenLadybug1 @USMC_3 @jdstormrider @Ecomemory1 @TMzedg @KC33Phoenix @kashunco2 @Vatos4Trump @Budman8845 @Alpha6Phinsider @kittyc313 @EileenTownsend4 @gringo_maximo @gr8rn1 How about standing behind the people and protecting us from the violent Dem groups. #EndDemFascism #ObamaGate #WalkAway #AllLivesMatter #BLMTerrorists #EndShutDown,face_masks,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1290775451254820866
"I saw many Buddhists doing rituals to fight against #coronavirus Dear brothers and sisters, we should make rituals against stupidity and sheep mentality. This is the real danger nowadays.

#NoMasks",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287742416271953921
@DrEtiquette WalMart is the worst. They tell you outside the store to get your mask on. I am so done with WalMart!,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281937219394187264
"@GovMikeDeWine If someone wants to wear a mask, that is their choice. If they don’t want to, it’s also their choice. #freeohio",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1290098207758983169
@WBTV_News Wait .. but I thought masks work !?,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290733240651788290
"@traveling_soul9 @molmccann ‘In short, cloth masks are largely symbolic. The science hasn’t changed, but the agenda has.’ ",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1282282333907943425
@mtaylor422 @IAGovernor Keep your kids home if you are scared. You have that option. No masks for healthy people. The numbers do not show that masks are needed for healthy people.,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287560880012644353
"@Solution911 Wouldn't a windowless room be a fire hazard, I would be more concerned about that than catching a virus that even if it was there would easily filter through your weak paper mask did they not teach you to not be judgemental of patients? #MentalHealthAwareness",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289301129214308353
"Just in shop, man said immediately U should be wearing mask, I said can I take your name &amp; details so I can invoice U any medical/counselling costs I get through #mentalheath implications,  never seen any1 move so fast, suddenly my nonmasking wearing wasn't so important",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289962088652251137
@Qpatriotsoldier @GovPritzker This is great video. Last week someone told me this woman has things wrong. I asked her what specifically was wrong. She could not answer. The mask lovers have some psych issue that is driving them to be irrational.,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282142927834275840
@StephenMcNeil @JustinTrudeau teachers are essential workers. Classrooms with students are essential. Stop with the insanity &amp; get our schools / sports up &amp; running fully September. U guys have no idea mental anguish u caused the kids. Masks are an individuals choice.,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282432026071707649
"@amymiller Yes. But, in February I found a Chanel lipstick color that is literally to die for. Literaly. Therefore, I will not ware a mask. Perfect color and sheen - so, FU. I would gladly die to wear my lipstick.",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287571113413939201
@KompromatPOTUS That same rate is Covid survival. Take off your mask.,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290798950115692546
"Why is it #Hydroxychloroquine works everywhere else, but not in the #USA per #DrAnthonyFauci? 

Because he doesn’t benefit financially from HCQ!

#WakeUpAmerica
#FraudFauci",face_masks,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1290357170567933952
@PRINCIPALRUBIO @NEISD @TRRoughRiderFB @sachurchill @MrGuthrieTweets @sdbmavs @NEISDExecDir I would like all of you that say that masks make a difference to show me some data proving that fact.,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287578244112363521
A lot of kids will never have the memories of going to summer camp. Instead they’ll have memories of going to Walmart wearing a mask. Oh well...:man_shrugging_selector:,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289290522939465729
"@Tepid_Safu @rgwarner @MayorofLondon Nope. I’m afraid they don’t. 
*The virus is tiny and easily gets through a cloth or paper mask. 
*they give false sense of security &amp;minimise hand washing
*they prompt face touching
*they are frequently worn incorrectly
* they are a litter and infection hazard.",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290787155879645186
"@teacherspet1958 @Aussiepatriot15 @smhussey @7NewsAustralia No, your hatred has zero effect on those who thrive and prosper, those who will have - regardless of your wishes - an extraordinary LIFE!
You're brainwashed, making the mask your escape valve
It won't sort your issues
Stand up tall and face LIFE as a gift!",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287688437349224458
"@GovHolcomb Abby's is sweet &amp; Abby's parents are responsible for her. An entire state &amp; the healthy should never be told to mask up for those who may or may not need 2 stay home. Surgical/homemade masks don't stop a virus, never has, never will. Quarantining the healthy is ludicrous.",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281761184283275264
F your masks!  Wear one if you want but don't make me.,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290453579472556032
"@sallyKP That is evil. That woman's mask isn't going to do much anyway. Unless she's wearing an N95 or better, what's the point? She's out in public at what seems to be a busy time.
Then to say that to kids. Come on! I'm guessing she never got married, and never had kids.",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1288265330255638528
"The face is the most sensitive, revealing,
uniquely human part of our anatomy

To have to walk around with a diaper
wrapped around our face
as if it were a source of contamination and disease -
could anything be more degrading, humiliating
and offensive to our humanity?

",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1277179544961642499
"@GovPritzker So... in the past 30 days, 33,180 cases out of 12.9MM popn, or 0.26%. Concentrated in small # of ZIPs, likely household transmission. 606 deaths in same period. We should wear masks for 6 months based on these stats? Where do you get this authority? #reopenIllinois",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287833630874771458
"@JesseKellyDC Haha, kinda cool idea...but I still won’t wear a mask, obvi. #IdiotPatch",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1289618634185125888
The article in the Mail on Sunday by @ClarkeMicah (Peter Hitchens) is brilliant. I only wish more journalists were like him and ‘awake’ to the fact we’re being played. #Scamdemic #covid1984,face_masks,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1290183478265278465
"@MrsVB @justjoysworld yeah, I’ll save all the masks for you. I don’t need one thanks anyway.",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287486302066216968
"@ProfessorSnarf @AlexBerenson @WHO Tests have also shown that oxygen levels decreased with the wearing of masks. I can’t breathe in a mask and am also depriving my body, mind and vital organs of life dependent oxygen when wearing a stupid tyrannical face mask. ",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281763550122463233
"@intheMatrixxx Masks are not an effective tool to prevent the spread of infectious respiratory viruses!

However they are effective symbols of fear!",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1288440433434079234
Local store to me has had 18 shoplifting incidents since the mask charade became ‘mandatory’,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287823165314523137
"@bartlettlover @tyler_casper Yeah, I had to wear a %^$&amp; mask to go to the eye doctor today. I ended up getting light-headed with a major migraine. I don't go anywhere else that requires  a #mask.",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1288683869802299392
"@mitchellvii It's not correct. The numbers are wrong. The reporting is wrong. But masks spread the virus because no one stops frickin touching them!!! 
#coronavirus",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1288532375828402177
@Kent_Online Masks mandated. Cases suddenly rise. Coincidence?,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289187627069894657
"#Masks are an all out assault on basic human nature

Demonising a human beings connection with breath and life is utterly Satanic",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1288103868539248640
"@cvrup_usa Dude, masks don't help you with virus. Facts proven.",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290187226211467266
"OSHA requires 19.5% oxygen levels in a workplace to be safe.
Normal breathing =20 to 21% oxygen
Masks reduce this level to 17.4% oxygen!!!!  Below OSHA requirements !  #NoMasks #COVID19 ",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1275913150810988546
"I bet I wake up to masks being mandated :mask: 

At least not wearing one won’t land people fines or citations; yet. 

#COVID19",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287720368195678209
@Mareq16 Reminds me of China. For decades they’ve worn masks bc of their polluted air. I refuse to look like a zombie. Think about it. Fear mongering.,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1288485060182773761
"@cruiseexplorer @Delta I am DONE with you maskies. The next person who asks ""Where's your mask"" is gonna learn swift justice. I won't back down. You all want a war? You got one!",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290070156694007809
@drdavidsamadi @rail581 But no kids should be forced to wear masks- their lungs are not fully developed &amp; it’s harmful to breathe in mask bacteria all day!!!,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282568732590567424
@silentpatriot77 @FrumbleFoot17 If they try to force the mask file a civil suit !,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289800093567082496
"""You Should Wear #Masks Inside Your Homes"" - Texas Emergency Management Official Announces

:joy::zany_face:Well...if you listen to this #Texas Official you're one of the dumbest people on the planet.

You're probably sleeping in your mask as well.

#COVIDIDIOTS are scary!
",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281889901903060992
"@TexasTribune He started wearing one recently and then caught the virus. How in the world does that make the case for masks? If anything it proves they are useless, and probably even harmful. #Plandemic",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1288539333704679424
@objectsmith @raymond94397278 Surprised he got anything done wearing a silly mask.,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287438074927091715
"If parent had forced his 12 year old child to wear a mask all day, every day to avoid the flu, they would be reported to Child Protective Services for abuse.@DanielAndrewsMP and his followers are sadistic and incapable of empathy.
#resigndanielandrews #endthelockdown",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1288002728984109057
@IAGovernor @IGHSAU Yes!  Spend the day outside and get some sun  and no mask and get some fresh air.  Best way to keep up your immune system.,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1290395071007735808
"@DVATW Under NO circumstances will I wear a mask to go shopping. I'll stay home and shop online.

If this is Boris's new normal, he can shove it.

",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282254195412930560
@CV2175911874 Event 201 tells you all you need to know. It was all planned in advance. #FakePandemic #NoMasks,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289368222584705025
"I wore one yesterday because I felt scared by mask zombies 
tutting and sniping  at me  when I  didn't wear one the day before. 
On medical grounds,  I'm exempt 
anyway . I'm NEVER  repeating yesterday's  experience again and will not wear a mask again.  
",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282680407528529922
@JasmineWWG1WGA @simondolan I went to @sainsburys yesterday walked straight in nobody stopped me I was the only person in there without a mask and the looks of disdain off people just made me more determined #COVIDー19,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287667542891401217
"@TONYxTWO Same. It’s a sad feeling when you go out and see that you are the only one without a mask. :pensive: 

No more hellos..

No more smiles..

No more conversations.. 

No interaction with humans.. 

No more connection..

Might as well stuff a dirty sock in your mouth.",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290092430922932225
Make sure you wear a mask when your touching EVERYTHING else other people touched who wore their masks. Seriously? Are people really THIS stupid? :woman_facepalming_light_skin_tone:,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287472336254500870
"@OANN Democrats call for a Nationwide ""muzzle"" Mandate, right Nancy? #COVID19",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1277580814646034434
@IlluminateDark8 All except for the “put on your mask” part:joy::joy:. I don’t do that kind of shit,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290409452596846593
"My husband is going to be famous. :grin: He was recorded by one the local sheep of the world for not wearing a mask and killing everyone. MAN, he is one good serial killer, I never even knew. 
#Stupidity #Sheep",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290405985585111040
"tired of the Mask-Matyrs already

'I'm suffering for everyone else's benefit. Everyone be impressed'

so pathetic",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1288060095046320128
"Even though I wear a hearing aid my hearing loss is such that I rely on lip reading- if masks become mandatory people like me will be forced into a life of isolation whilst trying to live day to day, it won’t be worth going out.",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281843174860894208
@BBCRadioLincs A virus with 99.97 % survival rate. Median age of death 81. Lockdown was pointless destruction of economy ( see Sweden). Restart NHS before you kill more people.,face_masks,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1288018436665335808
"Isnt it funny how all wars and terrorism seems to have ground to a halt

Its almost as if the people responsible for war and terrorism have been busy on another project #Coronavirus #Scamdemic #Covid1984 #Masks",face_masks,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287848528736333824
"@BiscAnenome @SikeNawGaming @BardsFM Weird how many doctors say masks aren't the answer except in situations like surgery to avoid coughing or sneezing into an open incision. 

Masks don't block viruses anyway.

Our health is damaged if we restrict our breathing. Our immune system too. 

Goodbye.

",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282715920922808325
@ConHome @drchrisnewton Our government advised the scientific evidence would be followed. It isn't. The only science that's being followed is that of individuals who have vested interests in the pharmaceutical industries! In the words of the W.H.O. ....won't get fooled again! #KBF #Plandemic,face_masks,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289525164993118209
"In the USA, Walmart, Home Depot and other retailers WALK BACK face mask mandates, will now serve mask-less customers. No doubt they were losing substantial revenue. Hopefully the same will happen in the UK.",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1287428671964405761
"Another reason they want to muzzle us is to prevent us from communicating with each other

#masks",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1288620775256268812
@hrkbenowen Never worn any type of mask.,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1287560281401495552
"To anyone who needs to hear this. 

Rosa Parks would've refused the mask.",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287460236610207744
@DdnetFx @AmelieLens Spot on #Scamdemic #Plandemic,face_masks,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287856787480289280
@realDonaldTrump Get RID of #Fauci AND #Birx!! And stop this #Maskcontrolnonsense!! When universities are having OUTSIDE  graduation requiring everyone wear masks in the 100’ heat— we’re FURIOUS!!,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290792694923563008
@Christi75367510 @NeilClark66 We are been forced to take a vaccine because of these people believing they are going to die. #NoMask,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287812696864325633
"@KAPeanut @Jeswal_63 @guardian How about if you're the person who can’t comfortably wear a mask due to a lung disease, is infected and causing the spread to those of us who are wearing a mask that we wear because it protects you?
So...we both have it now",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289618810970836992
"@GodFamilyJesus Masks :performing_arts: don’t work, so condition or not, it’s all crazy.",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287806757163671552
"Went in three charity shops,
A Greggs (:pensive:) and my local music shop today.  No mask worn, no fucks given. #COVID19",face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1290302829161336832
@Destiny3650 @DavidakaWyatt Keep this up idiots will be wearing masks forever!,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287436625899732992
Grocery shopping with husband at Kroger today for a couple of items for dinner. No masks. Yelled at by woman 10 ft away at register and when asked my manager if I needed a mask “no thank you I don’t need one”.,face_masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287497025785860098
